Subscriber_ID,Engagement_L7,Engagement_L30,Watch_Hours_Change,Titles_Viewed,Profiles_With_Engagement,Avg_Content_Completion_Rate,Playback_Failures_L30,Video_Start_Failure_L30,High_Rebuffering_L30
68743e16-6167-4e8a-a0a9-d43fd4d7b3a2,84,353,-0.218,4,3,0.35,11,14,2
2c471f84-6c3f-47dd-b8db-48d71a39a7c3,84,350,-0.942,10,2,0.64,18,7,7
928a1d2f-e84e-40f1-a9d2-9a8492dd2861,84,340,-0.257,30,6,0.06,3,11,0
c44b955a-e0fc-47fa-8034-42dd9d74f91e,84,337,1.455,3,4,0.04,1,20,9
7b1e826f-944a-46d7-8662-26e53b88bc6c,84,350,1.276,8,1,0.98,19,13,2
18250c0e-01a7-4754-b1f3-a6afeb40eb5f,84,347,1.195,27,8,0.12,0,4,4
dc650dcd-6df1-44e1-bb05-3bc1d05f2a76,84,340,0.198,2,3,0.58,8,15,20
6e62a366-cedd-4b30-bdc3-7274b27940e1,84,352,1.525,4,8,0.24,8,10,7
5895654e-cbe5-4ce8-92c5-8bb09fd6e6ac,84,336,0.202,17,1,0.19,0,2,13
485a51c2-aca8-4fe8-acf5-470a586801c6,84,339,-0.367,23,1,0.06,0,1,13
b62f86d5-c1e0-4b67-ab04-e16391d3fb48,84,346,1.977,4,6,0.24,20,4,15
c2956356-bf33-4845-88f9-a3edef4c7a19,84,346,-0.108,3,2,0.05,4,11,4
06870a0a-8085-4d05-9a7e-096e0d382809,84,343,1.919,4,2,0.77,17,3,18
2723fd81-d405-4a83-96ca-5052cd87bc10,84,337,-0.851,8,5,0.07,8,14,20
db64ca38-74d2-4368-ac80-187d226de894,84,342,0.021,19,2,0.66,12,0,3
c8e871d1-c380-4b3e-95d5-68f1e6223eb0,84,344,0.307,5,3,0.98,6,2,3
d4447292-eb22-43f8-bce7-96ef9ae60913,84,353,1.066,6,3,0.68,2,6,20
f82dda16-c423-4355-8308-53f2d2356ee3,84,345,1.979,18,4,0.37,19,10,12
5fd28177-5709-4534-bee3-3b6dd7e57f4e,84,352,-0.254,27,1,0.63,19,0,18
3f963fb2-0ba4-488b-a193-c94a19c67667,84,336,-0.248,9,5,0.24,14,16,15
ae3430d8-1bcc-4d9e-9341-6ee9acd9d503,84,354,-0.334,1,7,0.28,13,2,3
bbd3f1b2-4740-447e-bbd1-92b8907a38e4,84,351,-0.088,23,3,0.77,6,2,6
d910da6e-6255-4432-beed-108f7f782196,84,342,1.669,26,5,0.54,8,7,1
5706027d-4e71-4844-a405-74aa80fee6a6,84,347,-0.743,26,6,0.87,4,9,7
dc278a40-3d5e-457d-8c21-9323f692b191,84,342,1.177,12,7,0.46,16,12,9
07df0abf-0907-4f77-83eb-9fb15054cf3a,84,345,1.471,17,2,0.13,18,15,15
01959747-b27a-4786-a02d-b12484210b2b,84,341,-0.976,27,6,0.24,14,17,15
573b5959-250d-43b1-b911-b1cf221e1d6c,84,352,0.893,20,7,0.52,11,16,14
b8f76734-fdae-47bc-9983-e269494716d0,84,340,1.284,21,2,0.77,17,0,15
e1165aeb-bcc9-44cf-9b4b-9c3b264a1feb,84,356,-0.032,12,2,0.71,3,8,1
1e6167bd-1c32-48d3-bb06-8c49a614bf9f,84,339,0.481,21,5,0.17,10,7,8
71bcd0d4-9b7a-436a-96e4-5a39414f36d8,84,345,0.447,23,1,0.31,5,15,19
e99f844a-873b-44e6-8ace-85c0dd90716f,84,341,0.272,27,3,0.98,2,18,19
57042c58-5911-427c-a214-0f69a4455466,84,341,1.894,28,3,0.02,15,5,4
c221154d-032f-4a43-9dbb-4065514df4cd,84,356,1.936,9,5,0.93,20,7,11
5520d0ae-3a7b-419d-8005-d4a93796119a,84,340,-0.703,1,6,0.31,13,15,13
2b709e2e-c061-4776-902b-42d903c32234,84,355,1.874,2,2,0.52,1,19,4
b9c82fb3-9717-425d-9f29-8a1d0da2daf2,84,356,0.116,27,7,0.02,7,2,20
33b74c8e-d127-4819-a83d-4eb4b7153dad,84,336,1.702,8,6,0.58,4,8,9
78cf9841-b3b5-4bfd-b112-622573e69873,84,342,-0.339,27,5,0.07,17,18,19
56bc7620-df7d-4fc9-825d-a4178e538886,84,350,-0.772,20,7,0.01,16,20,20
e0d9c03f-bb97-46e6-9aab-e5b068a856ee,84,338,1.659,15,1,0.04,6,11,0
4b3b938e-dd5e-42c3-83aa-0c99aba12986,84,349,-0.886,19,5,0.14,20,2,20
f6671b2a-5824-4b80-a242-96bcc398d33e,84,350,1.969,4,3,0.81,17,6,2
211f174a-0b9e-4780-b2b4-c2dc3951f75d,84,341,1.162,19,8,0.72,2,2,14
c961aa93-fe26-4fd6-98ed-94e1858efc0c,83,345,1.175,12,5,0.95,6,15,9
3f6a7cdf-b920-43b5-878b-67b1d1c61d1d,83,338,0.216,16,8,0.08,13,10,1
03d8d7fc-14fa-4e7c-9722-6dd69dc1b776,83,341,0.924,3,7,0.94,8,18,1
8296a3dd-9b99-4b2b-848b-2f965f276348,83,347,0.745,19,3,0.48,17,5,7
eec3502c-53fa-46d9-9625-ec0f34d55bac,83,335,-0.04,3,5,0.96,7,4,19
aa94eb99-33ab-4b97-905f-11ee0e5f557f,83,345,1.211,3,4,0.91,20,17,2
4b26dadc-f0d6-429c-bba6-fe69ed254328,83,342,-0.137,18,3,0.24,1,10,0
a51f9765-3f31-4d0a-bc7b-f4ad26bdece5,83,352,-0.467,11,8,0.89,8,14,19
03273a47-619b-4628-9429-1cea733849d0,83,351,-0.698,13,8,0.81,11,13,7
bbb72ed3-f099-4b11-b048-1a967ef4d161,83,338,0.308,14,4,0.09,20,6,20
031347e1-4c56-46ad-a6c0-5cd5d76620f5,83,342,1.943,20,6,0.58,6,6,16
6f5f5ecd-db67-4428-97f2-d5c6c8870f85,83,350,0.15,1,1,0.37,7,2,6
c81c54f7-a288-4472-8e38-c344ff1526de,83,351,-0.346,16,4,0.33,10,15,19
ce6d06d6-ac87-4a37-a1b2-854271fd0552,83,335,0.464,23,3,0.3,4,3,6
8f2d2793-2e08-4521-a730-2dc2c3bc1266,83,343,1.761,24,6,0.12,4,2,1
aa01d7d3-c45c-4204-b615-7ae69f7c1322,83,348,1.956,2,8,0.23,19,9,19
2afe56cd-4419-46a3-9069-bfa6be498a36,83,352,-0.17,19,8,0.94,16,10,12
ca4915cb-35ac-4cab-b95f-690f65bd257f,83,341,1.745,25,5,0.31,4,17,3
f6903f6a-939a-4e82-b61d-ed8ae2793ce6,83,348,-0.468,25,7,0.48,2,15,6
fb05a6ba-6068-49bb-88c3-90db2fdd24f6,83,340,-0.31,30,5,0.01,3,10,15
22dcb2c3-9efd-4fcc-b05d-f60a60a68fd8,83,346,0.403,1,3,0.39,14,11,11
5cd8a946-44f5-43da-acdf-bb81a7a728a9,83,335,-0.433,15,5,0.95,20,10,8
a4901453-6270-423e-bc9b-c1855fb08c75,83,342,-0.43,10,7,0.78,11,0,15
0cf27462-4200-4e34-9456-0fe6f22ac520,83,344,1.745,5,6,0.85,17,4,1
49079620-2391-46b9-8df6-0517c4cf8178,83,337,0.427,26,5,0.07,20,20,16
46a72868-1a4d-443e-866f-ec8c5c3d9cfe,83,332,1.04,22,1,0.1,12,5,15
5191caaf-49a5-4022-b8cd-c01cbc129c2e,83,333,1.946,4,6,0.4,16,5,13
68fbbcbb-c615-4d4e-b8fe-f894e249dda1,83,341,-0.25,12,2,0.74,14,6,1
29ec7ff6-2618-4f54-be78-586d67fd7d51,82,346,1.335,7,5,0.73,2,12,5
94a58afc-b61e-427c-a6df-a720a2dace87,82,336,1.59,29,5,0.33,4,18,8
de2db839-949b-4a45-8f36-d86e14cfed75,82,341,-0.121,6,2,0.7,6,15,3
5e2ab473-c6db-4830-8ea2-d81974735ecd,82,338,0.275,24,8,0.93,19,1,7
eff7fbf7-cd63-4ae5-ad46-67c19ce7308a,82,335,1.222,13,8,0.18,0,11,1
c4cc10d1-072d-40db-b788-d3b148333980,82,348,1.862,13,6,0.89,12,4,12
08a62bb3-a645-4169-a579-74dcd6d9db69,82,343,1.139,21,7,0.59,5,2,3
34ced697-e7db-408c-b890-5ce76955dcc7,82,348,1.096,9,1,0.95,14,12,19
d021265d-d8a1-425a-a066-6718b86e8fbe,82,329,0.207,24,3,0.42,13,8,3
1c4f2ce7-4a78-46e4-90c5-ced4e29139cd,82,333,-0.478,1,5,0.83,7,16,14
5006bd0f-5d98-4e9f-a91f-22d31c275431,82,328,0.688,3,4,0.31,16,0,4
fe03d65d-7699-4360-9628-c0dd69c70e0a,82,333,1.821,22,6,0.46,16,14,14
f9bb58cb-6bc5-49d6-bfca-a0792fc301f8,82,335,0.872,13,7,0.46,16,16,18
4d3ea8ad-3386-4236-99b0-3b9c3846122b,82,333,1.066,10,1,0.11,12,14,8
cd6607b0-3d62-411e-aaea-6de21d5c9150,82,346,-0.892,20,4,0.75,1,3,17
37995ea7-f0f7-4560-9cb1-b60a77ff8205,82,346,0.233,11,3,0.24,11,5,2
05371a0f-d6a5-454a-942f-ca4367315abc,82,341,-0.392,1,6,0.96,15,1,11
c244c8e3-25dc-4e23-b355-120d672262b2,82,344,-0.397,4,1,0.46,3,10,2
ceff6209-f1ba-4d52-8a41-6e79e981dae1,82,347,1.216,4,7,0.71,18,8,3
55efdd0b-d93c-46c5-a16c-21f335ab8e4b,82,329,-0.925,13,4,0.22,5,14,20
3b83c1d3-5c6b-4ba5-acb1-04007b341894,82,332,1.11,25,1,0.46,16,20,15
30e8fd05-a2bf-46c9-a24d-d777dce367fc,82,331,-0.704,19,1,0.43,19,15,2
89429eba-f10a-4a1d-a6da-6eb20c2c239c,82,333,1.988,7,4,0.24,14,14,0
59eb10b2-e7fd-4263-a215-fca16e760e57,82,339,0.037,4,4,0.84,9,19,18
bc5b69df-d7bf-4c4b-8a07-c2b4e396e527,82,334,0.328,22,1,0.84,16,6,17
e99f5ca4-67e6-4885-be19-3694d31c471b,82,341,1.664,8,7,0.4,14,12,20
b5b458db-b8b7-4e81-8842-3d15a8cdd7f4,82,330,-0.492,4,2,0.51,15,13,0
47fc8e59-6da8-4735-b09e-a1e6b8bb16c2,82,347,-0.822,12,4,0.79,1,2,3
ef3fcf29-379d-4a58-9f49-c9fd8d1a196a,82,335,-0.254,19,2,0.63,2,16,7
1c914501-d2e3-4467-910f-4af9e77ae6a5,82,339,1.526,22,5,0.81,7,16,16
57c075e0-3d62-4a80-b307-0728b1c065e3,82,335,-0.167,7,5,0.51,12,5,18
eca24a7a-b5de-4516-b6b0-2bd6f66ea06a,82,331,1.891,20,6,0.77,2,1,12
0c622464-28a0-4653-84fd-6e3d7db85386,82,338,-0.31,30,3,0.81,1,15,1
4abe5eae-b560-45a9-92bd-46aad4cc889e,82,335,1.229,3,1,0.1,2,20,10
3eb664a7-373e-4912-82f6-0265e94dd7de,82,331,1.002,3,3,0.8,19,9,1
8c6ad62d-96b2-4bdc-8862-95f3dc80e78e,82,342,0.522,2,7,1,10,19,18
6cccacdc-2c35-4a2c-982e-5f11da61328d,82,330,1.59,17,4,0.12,17,8,13
5d697108-517e-48f0-95cc-73ac08b5b67e,82,341,0.162,6,5,0,16,20,13
99d46e56-078b-4e0b-b412-2745ce5e0724,82,336,1.995,21,5,0.02,5,12,15
a0ee1366-6600-4156-bd06-147a92d715e3,82,334,0.557,4,6,0.71,17,6,11
9595bdc9-6b48-499a-81ae-504e09ff7c6d,82,347,1.142,19,5,0.14,18,18,14
11a5f054-af51-4bbb-a4e8-cd1e83152042,82,347,1.149,18,5,0.75,5,1,3
268d752f-450f-443d-99c4-dbd2e464d2ae,82,340,-0.849,27,1,0.94,19,11,5
3a653579-596c-4495-bcb4-62005813ecb6,81,324,-0.998,14,5,0.02,6,11,7
2534bf53-24c0-423e-94e7-bc7be53181ec,81,338,0.026,25,3,0.1,6,4,1
ccdfa4a2-8654-4a27-8100-684979534df1,81,327,0.049,25,4,0.38,20,20,14
558e57f3-3079-42d5-93d7-d508c733ef3b,81,325,-0.452,30,4,0.83,10,19,17
0ae85e06-5568-43e9-8307-1e1b51de5fcd,81,343,0.695,9,2,0.56,0,3,4
28345f55-f99d-4a6b-86a7-c0b0d72c92d7,81,344,1.488,23,3,0.98,8,13,4
2314757b-aca7-449b-a4ba-ffb28baf5f62,81,326,0.629,30,6,0.53,13,9,16
9dd46fdb-63c7-42ba-8981-30129d3a2a9a,81,331,0.241,24,3,0.52,19,13,7
39213c5f-1d50-4f50-bea6-2cd1a00dce97,81,326,0.045,17,4,0.08,17,15,7
7e5b9cbb-d322-491b-ab00-768b3673722d,81,325,-0.537,12,7,0.66,1,12,6
93c1551c-8b65-484c-af55-5594954eb36b,81,324,1.913,27,3,0.34,18,3,10
833a8fa8-cbfc-43f2-ac3c-3030a0984619,81,330,0.889,28,5,0.79,5,20,15
0edef7cc-7af8-4f60-8f66-7dbf7fae78fc,81,334,0.294,24,7,0.91,10,13,9
d661b107-c1d0-40a1-b551-e54f2de51046,81,327,-0.297,26,6,0.02,19,19,13
03292a42-1a49-45e3-afe5-751c8f50b9ae,81,327,-0.55,7,1,0.69,0,7,10
06e5cd79-b384-4dd3-b1d6-faa4dd3ccede,81,342,0.789,28,1,0.17,19,9,4
9ba2ec33-a156-4eb7-8a3e-531c1fccc84f,81,344,1.855,28,4,0.32,2,18,3
fb0b7264-6f1b-4f67-92c5-850d4ad8035b,81,343,1.316,2,8,0.19,15,20,12
9f878059-0701-47cd-9a8a-c38af5c6464a,81,342,1.046,6,8,0.51,15,13,5
ca7dcf49-742d-4e1c-973a-3efac28eed2c,81,332,0.269,30,7,0.42,18,5,2
18f4e28b-6552-45a5-b347-0efbddf005a4,81,343,1.556,21,7,0.02,3,18,11
f4ac709c-d67d-477a-b97c-193c63d67d8a,81,331,0.75,13,8,0.23,10,13,10
5376c5d5-d5c2-47d4-a8cd-3daf7f8e36b6,81,334,0.257,15,3,0.89,10,17,14
6da89870-46ac-4a4a-afd6-8027917bb24c,81,336,1.726,21,3,0.05,7,9,5
e7f1ad6d-c965-4198-acc8-5685df008492,81,329,1.419,17,5,0.13,1,11,11
489262ce-4e20-40fb-b623-418294e4f5b6,81,342,1.19,15,8,0.27,17,19,9
0a2de518-e5c2-4df5-b2f5-d0f9b18d8956,81,343,1.686,29,8,0.7,20,17,18
0e2a3b0a-6a5e-421f-9a7a-722134ece307,81,344,-0.92,16,7,0.05,4,19,5
0e97e9c0-88d9-4871-b931-88e82aef7c57,81,337,0.335,24,6,1,20,19,16
b88acb34-c769-4c71-8314-9129613880df,81,341,-0.979,2,5,0.96,1,18,16
84c47d6f-353f-4f44-8dc3-0296691a0bb5,81,343,1.539,30,3,0.43,8,1,4
bdba43e7-e302-4d6f-bdf0-9bbec1db1496,81,337,-0.772,1,8,0.99,2,10,0
dc259a22-b187-4ede-8485-cc0aabccc6b8,81,325,0.293,8,1,0.68,8,9,13
278dec0b-7642-4f50-acb4-fceb497960c8,81,339,0.787,27,6,0.1,14,18,11
002f0d12-80d1-4845-aad0-8ce285b25fab,81,338,-0.272,17,4,0.76,14,14,18
ac570f70-8492-4d5b-ada0-04d41550277f,81,342,0.325,16,2,0.19,13,17,6
bbfb71f2-4c79-4a21-8f7a-1e83a3c60c2a,81,337,1.769,11,2,0.5,20,9,14
f091c198-c61a-42bf-8a20-4fe96b12b297,81,344,-0.324,23,8,0.83,0,10,5
70d67375-4191-43f0-b2a6-f47298f0d297,81,333,-0.466,13,3,0.37,11,7,15
dfe4e05f-1176-4a1f-8397-ef77c2aab0f2,81,326,1.959,6,5,0.36,12,14,12
ce4ea4e4-ab69-4834-bddc-8be45a79024f,81,332,1.458,29,7,0.77,18,15,11
5f938be6-7662-4d23-8a02-c9fd1962a083,81,343,1.985,8,8,0.42,5,1,12
ea8b4996-784f-4a63-845b-187ec67aac1a,81,331,0.866,19,1,0.86,18,3,12
f7dd6a4f-98ab-4268-be91-6ae52586ac7f,81,325,-0.671,21,1,0.82,7,6,14
71d66505-b2d5-402f-937f-fb24f2dd7955,81,324,-0.115,23,6,0.67,6,17,16
f0a9f878-0e07-440d-a6af-0f8e6fc50aea,81,337,1.675,8,5,0.01,7,7,8
5ef76c63-d830-4bc7-8dde-dc91d17a5157,81,327,0.993,14,6,0.16,19,0,14
0bfcc296-8c00-481b-adb5-ffe635dd015c,81,337,0.625,6,6,0.73,1,2,14
9a2945ba-2920-400f-9ce4-75ecd9cbf0ec,81,339,0.529,22,4,0.39,3,3,9
8d455578-8ce0-4fb0-8dd5-d55c39f51529,81,324,1.404,7,4,0.53,18,6,18
ca6acd43-e49e-4821-a2eb-db750873680e,81,333,-0.839,13,2,0.57,17,2,3
7d2c5ed9-0ab8-49dd-ad75-850cbd3991f8,80,323,-0.36,23,1,0.31,4,12,14
a51ea06b-3344-469f-b4b2-81a34976c861,80,328,-0.916,9,2,0.09,1,16,7
40f78838-48a4-427e-b837-bd278e042b30,80,337,1.335,5,4,0,4,18,1
1e565eda-5215-4570-bd5c-8ce190bccfdb,80,333,0.807,5,7,0.39,16,11,0
b484e6fc-61ff-40aa-b75d-e7e693eb4eac,80,331,-0.364,25,7,0.63,13,1,17
ff0024ed-9a67-4434-9844-3f3fc8532a91,80,339,-0.627,15,8,0.09,10,7,3
b504cade-f3a8-416a-9952-269c0c0c2b7d,80,326,-0.169,12,3,0.75,5,1,11
e451212d-e8c6-466f-be66-d07d140c7fca,80,340,0.369,3,2,0.85,5,18,2
e2ef1740-7e91-4a0f-93bb-3ee1b0a83041,80,329,1.829,21,1,0.8,4,1,20
543fa3c4-1345-4ab2-b69a-45598ab7230a,80,331,1.834,19,6,0.54,5,5,5
9a962882-cdf9-4c22-94f7-ddb9f021c7c5,80,340,0.729,6,8,0.94,7,2,17
90abd1e8-49eb-491b-837e-d3438ce9c824,80,326,1.934,11,4,0.84,14,17,4
4423c855-b5ef-40fc-ac9d-cfec8d288ee2,80,327,1.17,2,5,0.89,3,4,12
7139231a-94bb-406e-9940-de4d0ba489ed,80,338,0.946,23,7,0.19,7,14,12
3e30f644-938a-45f4-9288-4bb739f10233,80,332,1.817,19,8,0.61,19,17,12
c8ad2a16-b9ff-48a9-a98a-f0d6654058b9,80,326,1.704,20,2,0.21,7,8,9
ec4fc8cd-c571-43b9-9325-33c5d0b6cba6,80,327,1.386,1,1,0.74,18,4,20
12d32abf-438f-414d-bd81-2e36afb12f79,80,339,1.297,10,8,0.9,18,8,2
f5b0b70e-1e0a-4cf5-b0ab-accac1808969,80,324,0.594,18,6,0.89,10,1,16
70282913-7c76-48d2-8edf-43284877c405,80,340,-0.156,1,1,0.28,8,20,18
a407a876-0296-4ccd-a371-9f486e1facfc,80,330,0.57,29,8,0.41,9,15,10
caa37e71-4d89-484f-86e5-e07ec3da4d64,80,339,-0.773,22,6,1,0,12,16
b4e9c72e-b062-42ba-9988-c3d4e834f788,80,329,-0.234,10,7,0.58,0,7,6
c1d87d2c-9fd1-435c-94a1-3073d6d7d9bb,80,332,1.435,2,8,0.73,4,12,6
d1e45476-de52-44af-8fc9-44ffbf75df1a,80,329,0.776,28,7,0.34,17,20,13
d9956c50-2717-4256-a6c1-a54e9c8d3d11,80,330,0.228,8,8,0.24,7,12,20
09f33d3c-b776-4e81-bbdc-0fef99bc8aa4,80,328,-0.755,15,5,0.93,8,0,12
72068852-680d-4f60-8e34-868c87d308db,80,338,1.087,5,7,0.23,12,4,11
7795a102-8eef-4e0c-b8f6-515a18edc2cc,80,330,-0.745,12,8,0.43,14,18,8
a53f6e1b-cc06-4659-b4b7-1133afac18bf,80,330,-0.381,17,8,0.22,20,18,17
9f97f7ed-ccda-4530-8221-f55b9608d04b,80,336,-0.264,19,7,0.54,3,6,15
e61c6608-9842-49ad-93b2-bc43b3fb2a6e,80,335,-0.862,7,7,0.98,18,0,14
c450bed9-14af-4c6b-9a79-3773f7f6dd08,80,321,1.96,19,1,0.21,6,18,5
a2938d69-a1bb-4e4b-8d5c-777e20bc8c91,80,326,0.109,23,3,0.94,19,8,0
e75dde96-0cf1-484b-9c40-96cafd25d1dd,80,320,1.251,10,6,0.95,7,9,7
8b4d0875-44a0-4517-a437-f661d1c747f5,80,320,-0.888,16,6,0.87,16,4,14
7e2f975a-6f6a-4fe3-8a6b-2695bd239551,80,331,1.873,24,3,0.91,17,6,8
2d5e694a-f367-4d5e-8781-3f6904ea2663,80,337,-0.342,3,8,0.69,2,14,19
f77fb4e4-811d-4656-a6dc-8cc4ea90b832,80,340,-0.349,23,4,0.89,9,1,1
6cd8345f-7db3-47e3-b364-696b2e3d9205,80,333,1.245,4,5,0.7,13,4,5
291befcf-09a4-44cb-9453-abe0b70e238a,80,334,1.239,3,6,0.08,3,2,5
b6dd69d8-37dc-4928-a6ba-b24c8087c848,80,323,1.515,22,3,0.37,9,16,11
819cdc8d-51a3-4ef0-bfe0-0a04190270f9,80,333,0.374,10,8,0.02,14,5,15
65f63804-9c07-43d6-bdb3-11306ac27a81,80,328,0.599,7,2,0.17,1,16,11
ee83946b-6bba-4837-95d0-6b0da87eccd2,80,336,-0.62,26,4,0.04,13,9,10
cd3cb6c3-9925-4166-83e5-80332b2d6311,80,325,1.533,25,3,0.26,3,14,3
0302d244-d4ef-45d0-b75f-80bd5a7ddd29,80,325,-0.751,27,1,0.56,1,15,10
634196ad-65ba-47de-94bb-e0c4cf5e01a6,80,320,0.235,25,7,0.67,7,5,15
c8e7d307-e903-4300-8222-e2d3f26f527b,80,330,0.867,9,4,0.4,12,15,20
da9964c9-b51e-4d7d-bc29-fbb8e2d35cc3,79,330,-0.345,10,1,0.71,5,6,10
d1ee4698-de2d-459e-b884-e00d968b17ef,79,331,-0.039,9,5,0.16,20,6,3
11e20d4a-0359-41e4-8ef6-4d058722e86d,79,328,0.725,22,1,0.61,14,16,12
e650fa78-6cf7-4464-ba63-a3b74b023e8f,79,324,0.336,5,1,0.06,1,17,6
b0a7ebb7-af25-4972-bcd9-3cb673768319,79,329,-0.076,23,1,0.16,20,2,3
9ddfcab1-054e-4f1b-973c-ca283b5ff874,79,330,0.565,23,3,0.67,5,15,15
00886a80-95a8-4c95-a3ed-4908a732dd0e,79,327,0.057,5,3,0.74,1,17,19
12dfed13-36a2-47cf-b9cb-e956b67340d9,79,329,1.466,25,6,0.85,4,4,13
2eef48cc-2e1f-481d-832e-7e37ff4eb24c,79,320,-0.139,1,3,0.91,16,13,2
4a4b99fc-e229-4b9a-96e1-3b98891d4a6e,79,323,1.901,13,2,0.56,3,18,11
f501b2a0-47c5-4c1f-b241-8146ef9c5127,79,322,-0.358,5,5,0.2,14,11,1
949a688d-0070-4987-81fa-2b5865b6e1f3,79,330,0.438,28,3,0.01,11,8,8
0be2c175-c9b8-417b-a23f-d32d8d0abfb0,79,318,0.747,11,3,0.16,3,14,5
44b2d25c-0684-4221-a458-11e781ab1a0b,79,331,-0.863,18,2,0.59,20,4,8
4b35cee7-d4fa-4720-be06-c0a81341ff39,79,323,0.557,8,5,0.09,12,10,17
b5283826-f106-472c-bab3-41d9069f60a0,79,336,0.365,11,2,0.55,4,6,15
997c4fab-c9db-439c-afcf-a781116ee973,79,325,-0.254,22,4,0.3,13,8,11
b87f1375-ce35-4278-98f0-2671764bc1f7,79,321,-0.924,4,8,0.21,1,13,13
f94550f9-ecc9-4021-865c-264b3918c6cd,79,326,0.524,13,4,0.7,18,14,18
6db34d2a-dedf-42f8-93d2-ada25adf9f36,79,320,-0.206,14,8,0.65,2,16,8
92855deb-0fbc-458f-b2e2-3bfe2b53c14d,79,327,-0.801,15,5,0.5,0,6,20
e636735c-997d-4767-9917-135cf6a2425a,79,329,-0.726,1,1,0.06,10,2,2
f1187c3c-5aef-481d-947a-7ddeefcb62f2,79,325,1.011,10,6,0.09,16,11,10
0428b7ab-6935-4db9-aadd-dc22de78a7bf,79,319,-0.156,23,1,0.25,6,3,18
cb7cfc5d-280a-4067-9aa9-0f761a061e8d,79,328,-0.014,12,6,0.1,10,8,9
1d02ac40-0e4a-4b66-8598-c1ef06124a3d,79,326,0.089,11,4,0.32,12,8,17
42829101-59f2-4080-9cf4-9d0b781b4d04,79,325,1.361,13,1,0.83,18,19,0
aff6618d-b424-4dbd-93b3-16038f77336f,79,334,1.556,2,7,0.44,2,16,8
c6877e44-f5cc-44c6-86e2-1e8fd9600e52,79,317,1.442,24,4,0.44,5,2,2
48822322-e5d3-4899-996b-dbe8c1e95b5b,79,333,0.364,9,1,0.8,11,5,14
0099d066-c4c2-42d2-8c1c-8223941f4300,79,334,-0.908,25,2,0.58,5,4,7
44c6acf6-eaeb-41ad-875f-6fb3c41f7fbc,79,321,0.819,1,5,0.49,15,4,7
6cf8376b-3570-439c-937c-14c37787b3db,79,324,0.368,28,2,0.62,14,8,14
864afde1-e3a4-4a67-87d9-f6424aa23481,79,324,0.082,13,1,0.37,9,18,16
1b27a936-c229-4d2f-a34d-22f878b98212,79,336,0.88,19,6,0.14,9,3,18
abe9f7a1-323c-477c-8d6f-08b3f43b9a86,79,325,1.378,17,3,0.13,12,19,5
729b4f90-0b4c-402f-9a31-071a6c59a31f,79,331,1.557,8,7,0.05,20,3,2
95587bc9-e58d-441f-a160-5c6d8d1064c4,79,335,0.325,14,8,0.69,6,2,3
915e06ba-970b-49e8-b467-bbf96ce6ce10,79,324,0.41,11,8,0.11,0,0,17
e315e7f3-ee80-4331-8e73-a880e347cb35,79,330,0.73,16,8,0.01,3,10,13
39e91c02-8b00-4b31-933b-96be7096112b,79,331,0.572,26,7,0.09,8,7,11
0836c08f-b501-4495-93e2-210b1de5127f,79,327,1.592,24,8,0.79,15,15,15
b2e6cdef-f9bb-4319-8044-94a4d1376088,79,336,-0.704,28,4,0.08,11,15,4
6dfb2f22-7180-4cfb-899e-ad98d3242ec9,79,322,-0.783,30,6,0.67,1,14,8
0e25d7e3-c090-49b1-bce7-9fa538c4013f,79,324,0.136,20,5,0.84,20,5,17
7af2bdb7-1b01-4d82-9efd-9b40da52c901,78,320,0.796,19,6,0.78,16,19,4
cbc868cb-2568-4bd2-8fba-1faa4db3d421,78,323,-0.929,14,5,0.24,4,12,14
9932c95e-5ff9-42a7-b8fe-f5418f62d1fd,78,321,-0.576,9,4,0.79,18,9,18
8d952038-9c1b-4630-822a-823349e1b48f,78,327,1.723,12,6,0.92,4,9,12
63a7e5c0-7207-45b0-94ff-47eafbc12374,78,320,1.32,22,4,0.71,5,16,2
26baee0c-417f-46d7-843d-300d5f0a126c,78,316,0.701,30,1,0.53,5,0,7
02e7b2cc-6feb-4b68-beeb-bdd905a897f9,78,327,1.366,27,2,0.88,18,15,6
0bb4d4a0-4579-4fea-acca-c859443387a1,78,332,1.96,3,2,0.19,8,7,11
d71b2771-0347-4bfa-acba-ca68eefa7308,78,330,-0.541,19,5,0.16,12,6,10
2e7a9dea-e0dc-45f9-959a-11c551ab23a5,78,317,0.318,21,3,0.25,10,11,19
63edf40f-effd-469d-a4dd-76da22e31f45,78,318,-0.639,5,6,0.65,9,11,17
be8a953c-9c8c-4785-b4ed-de97c3d38b8f,78,312,-0.833,12,1,0.37,20,3,6
491dfafd-7ec4-4b09-9a98-a7c02fb9eb3a,78,318,1.529,9,1,0.4,12,14,12
bec9e104-0b1f-4648-9e33-1b4bbb5dc2f1,78,327,0.418,13,3,0.17,18,9,17
5d579596-93c9-4578-add7-589325e0e476,78,332,-0.029,22,4,0.99,16,4,16
7c94ce82-4a34-4151-81cc-d409b56c2cce,78,330,-0.599,18,7,0.69,1,12,19
69a52369-820b-4419-8791-bb4acae513b4,78,331,0.914,12,7,0.77,1,16,9
aa62c96b-ac5e-4c22-b318-a46379f604d7,78,321,-0.245,27,2,0.06,20,4,16
8da769ab-661a-45b5-8d65-c087ce08fe51,78,319,1.806,26,1,0.25,11,11,13
